nombre,area_nombre,sector_nombre,subsector,diametro_copa,macizo,nombre_cientifico,familia_nombre,sinonimia,nombre_vulgar,especie_origen,endemica,nativa,region_fitogeografica,habito_crecimiento,ciclo_hoja,ciclo_especie
Científica,Jardin,Asia,C 120,1,FALSO,Abelia × grandiflora,Caprifoliaceae,,Abelia ,(híbrido),FALSO,FALSO,"s/d,",Arbusto,Perennifolia,Perenne
Científica,Jardin,Asia,C 120,2,FALSO,Abelia × grandiflora,Caprifoliaceae,,Abelia ,(híbrido),FALSO,FALSO,"s/d,",Arbusto,Perennifolia,Perenne
Científica,Jardin,Europa,C 110,2,VERDADERO,Abelia × grandiflora,Caprifoliaceae,,Abelia ,(híbrido),FALSO,FALSO,"s/d,",Arbusto,Perennifolia,Perenne
Científica,Jardin,Europa,C 110,2,VERDADERO,Abelia × grandiflora,Caprifoliaceae,,Abelia ,(híbrido),FALSO,FALSO,"s/d,",Arbusto,Perennifolia,Perenne
Científica,Jardin,América,C 118,1,FALSO,Abelia × grandiflora,Caprifoliaceae,,Abelia ,(híbrido),FALSO,FALSO,"s/d,",Arbusto,Perennifolia,Perenne
Científica,Jardin,Neutro,C 103,5,FALSO,Abies alba,Pinaceae,,Abeto blanco,Europa,FALSO,FALSO,"s/d,",Árbol,Perennifolia,Perenne
Científica,Jardin,Neutro,C 099,"1,5",VERDADERO,Abutilon grandifolium,Malvaceae,Abutilon molle Sweet,"Malvavisco grande, Malva del monte","Argentina, Brasil, Paraguay, Uruguay, Chile",FALSO,VERDADERO,"Espinal,Delta e Islas del Paraná,Selva Paranaense,Chaco Húmedo,Chaco Seco,Selva de las Yungas,",Arbusto,Perennifolia,Perenne
Científica,Jardin,América,C 125,1,FALSO,Abutilon megapotamicum,Malvaceae,"Abutilon inflatum Garcke & K.Schum., Callianthe megapotamica",farolito chino,"Brasil, Colombia",FALSO,FALSO,"s/d,",Arbusto,Perennifolia,Perenne
Científica,Jardin,Asia,C 120,2,FALSO,Abutilon pictum,Malvaceae,Abutilon thompsonii André,Farolito japonés,"Argentina, Bolivia, Brasil, Paraguay, Uruguay",FALSO,VERDADERO,"Selva Paranaense,",Arbusto,Caducifolia,Perenne
Científica,Jardin,Neutro,C 108,1,FALSO,Abutilon pictum,Malvaceae,Abutilon thompsonii André,Farolito japonés,"Argentina, Bolivia, Brasil, Paraguay, Uruguay",FALSO,VERDADERO,"Selva Paranaense,",Arbusto,Caducifolia,Perenne
Científica,Jardin,Asia,C 120,2,FALSO,Abutilon pictum,Malvaceae,Abutilon thompsonii André,Farolito japonés,"Argentina, Bolivia, Brasil, Paraguay, Uruguay",FALSO,VERDADERO,"Selva Paranaense,",Arbusto,Caducifolia,Perenne
Científica,Jardin,Neutro,C 099,2,FALSO,Abutilon pictum,Malvaceae,Abutilon thompsonii André,Farolito japonés,"Argentina, Bolivia, Brasil, Paraguay, Uruguay",FALSO,VERDADERO,"Selva Paranaense,",Arbusto,Caducifolia,Perenne
Científica,Jardin,Neutro,C 099,2,FALSO,Abutilon pictum,Malvaceae,Abutilon thompsonii André,Farolito japonés,"Argentina, Bolivia, Brasil, Paraguay, Uruguay",FALSO,VERDADERO,"Selva Paranaense,",Arbusto,Caducifolia,Perenne
Científica,Jardin,Sistematico,C 013,1,FALSO,Acacia baileyana,Leguminosae,,Aroma,Australia,FALSO,FALSO,"s/d,",Arbusto,Perennifolia,Perenne
Científica,Jardin,Oceanía,C 121,1,FALSO,Acacia cultriformis,Leguminosae,,,Australia,FALSO,FALSO,"s/d,",Arbusto,Perennifolia,Perenne
Científica,Jardin,Oceanía,C 121,1,FALSO,Acacia longifolia,Leguminosae,,mimosa dorada,Australia,FALSO,FALSO,"s/d,",Árbol,Perennifolia,Perenne
Científica,Jardin,Romano,C 039,0,VERDADERO,Acanthus mollis,Acanthaceae,,Cucaracha,Cuenca Mediterraneo,FALSO,FALSO,"s/d,",Herbácea,Perennifolia,Perenne
Científica,Jardin,Sistematico,C 012,1,FALSO,Acca sellowiana,Myrtaceae,Feijoa sellowiana (O.Berg) O.Berg,Falso guayabo,"Argentina, Brasil, Uruguay",VERDADERO,VERDADERO,"Selva Paranaense,",Árbol,Perennifolia,Perenne
Científica,Jardin,América,C 124,1,FALSO,Acca sellowiana,Myrtaceae,Feijoa sellowiana (O.Berg) O.Berg,Falso guayabo,"Argentina, Brasil, Uruguay",VERDADERO,VERDADERO,"Selva Paranaense,",Árbol,Perennifolia,Perenne
Científica,Jardin,Neutro,C 108,1,FALSO,Acca sellowiana,Myrtaceae,Feijoa sellowiana (O.Berg) O.Berg,Falso guayabo,"Argentina, Brasil, Uruguay",VERDADERO,VERDADERO,"Selva Paranaense,",Árbol,Perennifolia,Perenne
Científica,Jardin,Argentina,C 136,1,FALSO,Acca sellowiana,Myrtaceae,Feijoa sellowiana (O.Berg) O.Berg,Falso guayabo,"Argentina, Brasil, Uruguay",VERDADERO,VERDADERO,"Selva Paranaense,",Árbol,Perennifolia,Perenne
Científica,Jardin,Neutro,C 108,1,FALSO,Acca sellowiana,Myrtaceae,Feijoa sellowiana (O.Berg) O.Berg,Falso guayabo,"Argentina, Brasil, Uruguay",VERDADERO,VERDADERO,"Selva Paranaense,",Árbol,Perennifolia,Perenne
Científica,Jardin,Asia,C 120,6,FALSO,Acer buergerianum,Sapindaceae,,Arce de tres puntas,Este de Asia,FALSO,FALSO,"s/d,",Árbol,Caducifolia,Perenne
Científica,Jardin,Asia,C 117,5,FALSO,Acer buergerianum,Sapindaceae,,Arce de tres puntas,Este de Asia,FALSO,FALSO,"s/d,",Árbol,Caducifolia,Perenne
Científica,Jardin,Sistematico,C 073,4,FALSO,Acer campestre,Sapindaceae,Acer campestre var. hebecarpum DC.,Arce,"Europa, Asia",FALSO,FALSO,"s/d,",Árbol,Caducifolia,Perenne
Científica,Jardin,Neutro,C 001,5,FALSO,Acer negundo,Sapindaceae,"Acer negundo f. violaceum (Booth ex G.Kirchn.) F.Seym., Acer negundo f. variegatum (Jacques) Geerinck",arce común,América del Norte,FALSO,FALSO,"s/d,",Árbol,Caducifolia,Perenne
Científica,Jardin,Neutro,C 001,6,FALSO,Acer negundo,Sapindaceae,"Acer negundo f. violaceum (Booth ex G.Kirchn.) F.Seym., Acer negundo f. variegatum (Jacques) Geerinck",arce común,América del Norte,FALSO,FALSO,"s/d,",Árbol,Caducifolia,Perenne
Científica,Jardin,Asia,C 120,6,FALSO,Acer palmatum,Sapindaceae,"Acer palmatum f. atropurpureum (Van Houtte) G.Nicholson, Acer palmatum f. sanguineum G.Nicholson,",,,FALSO,FALSO,"s/d,",Árbol,Caducifolia,Perenne
Científica,Jardin,Sistematico,C 073,5,FALSO,Acer palmatum,Sapindaceae,"Acer palmatum f. atropurpureum (Van Houtte) G.Nicholson, Acer palmatum f. sanguineum G.Nicholson,",,,FALSO,FALSO,"s/d,",Árbol,Caducifolia,Perenne
Científica,Jardin,Neutro,C 111,5,FALSO,Acer palmatum,Sapindaceae,"Acer palmatum f. atropurpureum (Van Houtte) G.Nicholson, Acer palmatum f. sanguineum G.Nicholson,",,,FALSO,FALSO,"s/d,",Árbol,Caducifolia,Perenne
Científica,Jardin,Asia,C 120,8,FALSO,Acer palmatum,Sapindaceae,"Acer palmatum f. atropurpureum (Van Houtte) G.Nicholson, Acer palmatum f. sanguineum G.Nicholson,",,,FALSO,FALSO,"s/d,",Árbol,Caducifolia,Perenne
Científica,Jardin,Europa,C 113,8,FALSO,Acer saccharinum,Sapindaceae,,,America del Norte,FALSO,FALSO,"s/d,",Árbol,Caducifolia,Perenne
Científica,Jardin,Argentina,C 139,4,FALSO,Achatocarpus praecox var. bicornutus,Achatocarpaceae,Achatocarpus bicornutus Schinz & Autran,"Virajú, ibirá-uhu","Brasil, Paraguay, Argentina",FALSO,VERDADERO,"Chaco Seco,Selva Paranaense,Espinal,",Árbol,Perennifolia,Perenne
Científica,Jardin,Sistematico,C 076,5,FALSO,Achatocarpus praecox var. bicornutus,Achatocarpaceae,Achatocarpus bicornutus Schinz & Autran,"Virajú, ibirá-uhu","Brasil, Paraguay, Argentina",FALSO,VERDADERO,"Chaco Seco,Selva Paranaense,Espinal,",Árbol,Perennifolia,Perenne
Científica,Jardin,Medicinal,C 029,2,VERDADERO,Achillea millefolium,Compositae,,Mil hojas,Europa,FALSO,FALSO,"s/d,",Herbácea,Perennifolia,Perenne
Científica,Jardin,Neutro,C 106,0,VERDADERO,Achillea millefolium,Compositae,,Mil hojas,Europa,FALSO,FALSO,"s/d,",Herbácea,Perennifolia,Perenne
Científica,Jardin,Neutro,C 106,0,VERDADERO,Achillea millefolium,Compositae,,Mil hojas,Europa,FALSO,FALSO,"s/d,",Herbácea,Perennifolia,Perenne
Científica,Jardin,Sistematico,C 023,1,FALSO,Acoelorrhaphe wrightii,Arecaceae,,"palmera de Florida, palmera de pantano","América Central, Islas Caribe",FALSO,FALSO,"s/d,",Palmera,Perennifolia,Perenne
Científica,Jardin,Sistematico,C 068,2,VERDADERO,Acokanthera venenata,Apocynaceae,Acokanthera venenata G.Don.,Auabaio,Africa,FALSO,FALSO,"s/d,",Arbusto,Perennifolia,Perenne
Científica,Jardin,Asia,C 117,0,FALSO,Acokanthera venenata,Apocynaceae,Acokanthera venenata G.Don.,Auabaio,Africa,FALSO,FALSO,"s/d,",Arbusto,Perennifolia,Perenne
Científica,Jardin,Asia,C 117,0,FALSO,Acokanthera venenata,Apocynaceae,Acokanthera venenata G.Don.,Auabaio,Africa,FALSO,FALSO,"s/d,",Arbusto,Perennifolia,Perenne
Científica,Jardin,América,C 124,1,FALSO,Acrocomia totai,Arecaceae,, ,"Argentina, Bolivia, Paraguay",FALSO,VERDADERO,"Chaco Húmedo,",Palmera,Perennifolia,Perenne
Científica,Jardin,Sistematico,C 014,2,VERDADERO,Adiantum hispidulum,Adiantaceae,, ,"Asia, África, Oceanía",FALSO,FALSO,"s/d,",Herbácea,Perennifolia,Perenne
Científica,Jardin,Sistematico,C 014,1,FALSO,Adiantum poiretii,Adiantaceae,Adiantum thalictroides Willd. ex Schltdl.,,America del Sur,FALSO,VERDADERO,"Espinal,Montes de Sierras y Bolsones,",Herbácea,Perennifolia,Perenne
Científica,Jardin,Sistematico,C 014,1,FALSO,Adiantum raddianum,Adiantaceae,,Culandrillo,"América del Sur, América central",FALSO,VERDADERO,"Delta e Islas del Paraná,Selva Paranaense,Chaco Húmedo,Chaco Seco,",Herbácea,Perennifolia,Perenne
Científica,Jardin,Neutro,C 109,0,FALSO,Aechmea distichantha var. schlumbergeri,Bromeliaceae,, ,"Argentina, Brasil, Paraguay",FALSO,VERDADERO,"Chaco Húmedo,Selva Paranaense,Esteros del Iberá,",Herbácea,Perennifolia,Perenne
Científica,Jardin,Argentina,C 138,0,VERDADERO,Aechmea distichantha var. schlumbergeri,Bromeliaceae,, ,"Argentina, Brasil, Paraguay",FALSO,VERDADERO,"Chaco Húmedo,Selva Paranaense,Esteros del Iberá,",Herbácea,Perennifolia,Perenne
Científica,Jardin,Argentina,C 139,2,FALSO,Aechmea distichantha var. schlumbergeri,Bromeliaceae,, ,"Argentina, Brasil, Paraguay",FALSO,VERDADERO,"Chaco Húmedo,Selva Paranaense,Esteros del Iberá,",Herbácea,Perennifolia,Perenne
Científica,Jardin,Argentina,C 135,1,FALSO,Aechmea distichantha var. schlumbergeri,Bromeliaceae,, ,"Argentina, Brasil, Paraguay",FALSO,VERDADERO,"Chaco Húmedo,Selva Paranaense,Esteros del Iberá,",Herbácea,Perennifolia,Perenne
Científica,Jardin,Argentina,C 128,1,FALSO,Aechmea distichantha var. schlumbergeri,Bromeliaceae,, ,"Argentina, Brasil, Paraguay",FALSO,VERDADERO,"Chaco Húmedo,Selva Paranaense,Esteros del Iberá,",Herbácea,Perennifolia,Perenne
Científica,Jardin,América,C 125,1,FALSO,Aechmea distichantha var. schlumbergeri,Bromeliaceae,, ,"Argentina, Brasil, Paraguay",FALSO,VERDADERO,"Chaco Húmedo,Selva Paranaense,Esteros del Iberá,",Herbácea,Perennifolia,Perenne
Científica,Jardin,Argentina,C 133,0,VERDADERO,Aechmea distichantha var. schlumbergeri,Bromeliaceae,, ,"Argentina, Brasil, Paraguay",FALSO,VERDADERO,"Chaco Húmedo,Selva Paranaense,Esteros del Iberá,",Herbácea,Perennifolia,Perenne
Científica,Jardin,Argentina,C 133,10,FALSO,Afrocarpus falcatus,Podocarpaceae,Podocarpus falcatus (Thunb.) Endl,podocarpus,Sudáfrica,FALSO,FALSO,"s/d,",Árbol,Perennifolia,Perenne
Científica,Jardin,Argentina,C 133,10,FALSO,Afrocarpus falcatus,Podocarpaceae,Podocarpus falcatus (Thunb.) Endl,podocarpus,Sudáfrica,FALSO,FALSO,"s/d,",Árbol,Perennifolia,Perenne
Científica,Jardin,Argentina,C 133,12,FALSO,Afrocarpus falcatus,Podocarpaceae,Podocarpus falcatus (Thunb.) Endl,podocarpus,Sudáfrica,FALSO,FALSO,"s/d,",Árbol,Perennifolia,Perenne
Científica,Jardin,Argentina,C 128,8,FALSO,Afrocarpus falcatus,Podocarpaceae,Podocarpus falcatus (Thunb.) Endl,podocarpus,Sudáfrica,FALSO,FALSO,"s/d,",Árbol,Perennifolia,Perenne
Científica,Jardin,Argentina,C 129,6,FALSO,Afrocarpus falcatus,Podocarpaceae,Podocarpus falcatus (Thunb.) Endl,podocarpus,Sudáfrica,FALSO,FALSO,"s/d,",Árbol,Perennifolia,Perenne
Científica,Jardin,Argentina,C 133,12,FALSO,Afrocarpus falcatus,Podocarpaceae,Podocarpus falcatus (Thunb.) Endl,podocarpus,Sudáfrica,FALSO,FALSO,"s/d,",Árbol,Perennifolia,Perenne
Científica,Jardin,Sistematico,C 085,12,FALSO,Afrocarpus falcatus,Podocarpaceae,Podocarpus falcatus (Thunb.) Endl,podocarpus,Sudáfrica,FALSO,FALSO,"s/d,",Árbol,Perennifolia,Perenne
Científica,Jardin,Sistematico,C 085,12,FALSO,Afrocarpus falcatus,Podocarpaceae,Podocarpus falcatus (Thunb.) Endl,podocarpus,Sudáfrica,FALSO,FALSO,"s/d,",Árbol,Perennifolia,Perenne
Científica,Jardin,Argentina,C 129,6,FALSO,Afrocarpus falcatus,Podocarpaceae,Podocarpus falcatus (Thunb.) Endl,podocarpus,Sudáfrica,FALSO,FALSO,"s/d,",Árbol,Perennifolia,Perenne
Científica,Jardin,Argentina,C 129,6,FALSO,Afrocarpus falcatus,Podocarpaceae,Podocarpus falcatus (Thunb.) Endl,podocarpus,Sudáfrica,FALSO,FALSO,"s/d,",Árbol,Perennifolia,Perenne
Científica,Jardin,Oceanía,C 121,8,FALSO,Afrocarpus falcatus,Podocarpaceae,Podocarpus falcatus (Thunb.) Endl,podocarpus,Sudáfrica,FALSO,FALSO,"s/d,",Árbol,Perennifolia,Perenne
Científica,Jardin,Argentina,C 129,6,FALSO,Afrocarpus falcatus,Podocarpaceae,Podocarpus falcatus (Thunb.) Endl,podocarpus,Sudáfrica,FALSO,FALSO,"s/d,",Árbol,Perennifolia,Perenne
Científica,Jardin,Oceanía,C 121,12,FALSO,Afrocarpus falcatus,Podocarpaceae,Podocarpus falcatus (Thunb.) Endl,podocarpus,Sudáfrica,FALSO,FALSO,"s/d,",Árbol,Perennifolia,Perenne
Científica,Jardin,Argentina,C 129,6,FALSO,Afrocarpus falcatus,Podocarpaceae,Podocarpus falcatus (Thunb.) Endl,podocarpus,Sudáfrica,FALSO,FALSO,"s/d,",Árbol,Perennifolia,Perenne
Científica,Jardin,Argentina,C 129,6,FALSO,Afrocarpus falcatus,Podocarpaceae,Podocarpus falcatus (Thunb.) Endl,podocarpus,Sudáfrica,FALSO,FALSO,"s/d,",Árbol,Perennifolia,Perenne
Científica,Jardin,Europa,C 113,0,VERDADERO,Agapanthus praecox,Amaryllidaceae,Agapanthus africanus Hoffm.,Agapanto,Sudáfrica,FALSO,FALSO,"s/d,",Geófita,Perennifolia,Perenne
Científica,Jardin,Sistematico,C 010,1,FALSO,Agapanthus praecox,Amaryllidaceae,Agapanthus africanus Hoffm.,Agapanto,Sudáfrica,FALSO,FALSO,"s/d,",Geófita,Perennifolia,Perenne
Científica,Jardin,Europa,C 113,0,VERDADERO,Agapanthus praecox,Amaryllidaceae,Agapanthus africanus Hoffm.,Agapanto,Sudáfrica,FALSO,FALSO,"s/d,",Geófita,Perennifolia,Perenne
Científica,Jardin,Europa,C 113,0,VERDADERO,Agapanthus praecox,Amaryllidaceae,Agapanthus africanus Hoffm.,Agapanto,Sudáfrica,FALSO,FALSO,"s/d,",Geófita,Perennifolia,Perenne
Científica,Jardin,Europa,C 113,0,VERDADERO,Agapanthus praecox,Amaryllidaceae,Agapanthus africanus Hoffm.,Agapanto,Sudáfrica,FALSO,FALSO,"s/d,",Geófita,Perennifolia,Perenne
Científica,Jardin,Sistematico,C 010,0,VERDADERO,Agapanthus praecox subsp. minimus,Amaryllidaceae,,Agapanto enano azul,Sudáfrica,FALSO,FALSO,"s/d,",Geófita,Perennifolia,Perenne
Científica,Jardin,Oceanía,C 122,4,FALSO,Agathis robusta,Araucariaceae,,Dámara,"Australia, Nueva Zelandia",FALSO,FALSO,"s/d,",Árbol,Perennifolia,Perenne
Científica,Jardin,Oceanía,C 121,10,FALSO,Agathis robusta,Araucariaceae,,Dámara,"Australia, Nueva Zelandia",FALSO,FALSO,"s/d,",Árbol,Perennifolia,Perenne
Científica,Jardin,Sistematico,C 091,7,FALSO,Agathis robusta,Araucariaceae,,Dámara,"Australia, Nueva Zelandia",FALSO,FALSO,"s/d,",Árbol,Perennifolia,Perenne
Científica,Jardin,Sistematico,C 093,2,FALSO,Agathis robusta,Araucariaceae,,Dámara,"Australia, Nueva Zelandia",FALSO,FALSO,"s/d,",Árbol,Perennifolia,Perenne
Científica,Jardin,Sistematico,C 088,5,FALSO,Agathis robusta,Araucariaceae,,Dámara,"Australia, Nueva Zelandia",FALSO,FALSO,"s/d,",Árbol,Perennifolia,Perenne
Científica,Jardin,Sistematico,C 018,3,FALSO,Agathis robusta,Araucariaceae,,Dámara,"Australia, Nueva Zelandia",FALSO,FALSO,"s/d,",Árbol,Perennifolia,Perenne
Científica,Jardin,América,C 123,3,FALSO,Agathis robusta,Araucariaceae,,Dámara,"Australia, Nueva Zelandia",FALSO,FALSO,"s/d,",Árbol,Perennifolia,Perenne
Científica,Jardin,Crasas y Suculentas,Crasas,1,VERDADERO,Agave sisalana,Asparagaceae,,Sisal,América Central,FALSO,FALSO,"s/d,",Herbácea Suculenta,Perennifolia,Perenne
Científica,Jardin,Medicinal,C 035,4,VERDADERO,Agave sisalana,Asparagaceae,,Sisal,América Central,FALSO,FALSO,"s/d,",Herbácea Suculenta,Perennifolia,Perenne
Científica,Jardin,Crasas y Suculentas,Crasas,1,FALSO,Agave vivipara,Asparagaceae,"Agave angustifolia var. marginata Trel.,Agave vivipara var. vivipara", ,"México, América Central",FALSO,FALSO,"s/d,",Herbácea Suculenta,Perennifolia,Perenne
Científica,Jardin,Crasas y Suculentas,Crasas,1,FALSO,Agave vivipara,Asparagaceae,"Agave angustifolia var. marginata Trel.,Agave vivipara var. vivipara", ,"México, América Central",FALSO,FALSO,"s/d,",Herbácea Suculenta,Perennifolia,Perenne
Científica,Jardin,Crasas y Suculentas,Crasas,0,FALSO,Agave vivipara,Asparagaceae,"Agave angustifolia var. marginata Trel.,Agave vivipara var. vivipara", ,"México, América Central",FALSO,FALSO,"s/d,",Herbácea Suculenta,Perennifolia,Perenne
Científica,Jardin,Crasas y Suculentas,Crasas,1,FALSO,Agave vivipara,Asparagaceae,"Agave angustifolia var. marginata Trel.,Agave vivipara var. vivipara", ,"México, América Central",FALSO,FALSO,"s/d,",Herbácea Suculenta,Perennifolia,Perenne
Científica,Jardin,Crasas y Suculentas,Crasas,1,FALSO,Agave vivipara,Asparagaceae,"Agave angustifolia var. marginata Trel.,Agave vivipara var. vivipara", ,"México, América Central",FALSO,FALSO,"s/d,",Herbácea Suculenta,Perennifolia,Perenne
Científica,Jardin,Sistematico,C 081,4,FALSO,Ailanthus altissima,Simaroubaceae,Ailanthus vilmoriniana Dode,árbol del cielo,Asia,FALSO,FALSO,"s/d,",Árbol,Caducifolia,Perenne
Científica,Jardin,Neutro,C 101,1,FALSO,Akebia quinata,Lardizabalaceae,, ,"Japón, China, Korea",FALSO,FALSO,"s/d,",Enredadera,Perennifolia,Perenne
Científica,Jardin,Yerba Mate,C 126,10,FALSO,Albizia niopoides var. niopoides,Leguminosae,Albizia hassleri (Chodat) Burkart,"Anchico blanco, Ibirá-yu","Argentina, Brasil, Paraguay",FALSO,VERDADERO,"Selva Paranaense,",Árbol,Caducifolia,Perenne
Científica,Jardin,Sistematico,C 020,6,FALSO,Albizia niopoides var. niopoides,Leguminosae,Albizia hassleri (Chodat) Burkart,"Anchico blanco, Ibirá-yu","Argentina, Brasil, Paraguay",FALSO,VERDADERO,"Selva Paranaense,",Árbol,Caducifolia,Perenne
Científica,Jardin,Oceanía,C 121,4,FALSO,Allophylus edulis,Sapindaceae,,"Chal-Chal, Cocú","Argentina, Guayanas, Paraguay, Brasil, Bolivia, Uruguay",FALSO,VERDADERO,"Espinal,Campos y Malezales,Selva Paranaense,Chaco Húmedo,Chaco Seco,Selva de las Yungas,Montes de Sierras y Bolsones,",Árbol,Perennifolia,Perenne
Científica,Jardin,Argentina,C 138,2,FALSO,Allophylus edulis,Sapindaceae,,"Chal-Chal, Cocú","Argentina, Guayanas, Paraguay, Brasil, Bolivia, Uruguay",FALSO,VERDADERO,"Espinal,Campos y Malezales,Selva Paranaense,Chaco Húmedo,Chaco Seco,Selva de las Yungas,Montes de Sierras y Bolsones,",Árbol,Perennifolia,Perenne
Científica,Jardin,Argentina,C 129,1,FALSO,Allophylus edulis,Sapindaceae,,"Chal-Chal, Cocú","Argentina, Guayanas, Paraguay, Brasil, Bolivia, Uruguay",FALSO,VERDADERO,"Espinal,Campos y Malezales,Selva Paranaense,Chaco Húmedo,Chaco Seco,Selva de las Yungas,Montes de Sierras y Bolsones,",Árbol,Perennifolia,Perenne
Científica,Jardin,Argentina,C 135,0,VERDADERO,Allophylus edulis,Sapindaceae,,"Chal-Chal, Cocú","Argentina, Guayanas, Paraguay, Brasil, Bolivia, Uruguay",FALSO,VERDADERO,"Espinal,Campos y Malezales,Selva Paranaense,Chaco Húmedo,Chaco Seco,Selva de las Yungas,Montes de Sierras y Bolsones,",Árbol,Perennifolia,Perenne
Científica,Jardin,Argentina,C 135,6,FALSO,Allophylus edulis,Sapindaceae,,"Chal-Chal, Cocú","Argentina, Guayanas, Paraguay, Brasil, Bolivia, Uruguay",FALSO,VERDADERO,"Espinal,Campos y Malezales,Selva Paranaense,Chaco Húmedo,Chaco Seco,Selva de las Yungas,Montes de Sierras y Bolsones,",Árbol,Perennifolia,Perenne
Científica,Jardin,Argentina,C 136,0,FALSO,Allophylus edulis,Sapindaceae,,"Chal-Chal, Cocú","Argentina, Guayanas, Paraguay, Brasil, Bolivia, Uruguay",FALSO,VERDADERO,"Espinal,Campos y Malezales,Selva Paranaense,Chaco Húmedo,Chaco Seco,Selva de las Yungas,Montes de Sierras y Bolsones,",Árbol,Perennifolia,Perenne
Científica,Jardin,Oceanía,C 121,1,FALSO,Allophylus edulis,Sapindaceae,,"Chal-Chal, Cocú","Argentina, Guayanas, Paraguay, Brasil, Bolivia, Uruguay",FALSO,VERDADERO,"Espinal,Campos y Malezales,Selva Paranaense,Chaco Húmedo,Chaco Seco,Selva de las Yungas,Montes de Sierras y Bolsones,",Árbol,Perennifolia,Perenne
Científica,Jardin,Oceanía,C 121,1,FALSO,Allophylus edulis,Sapindaceae,,"Chal-Chal, Cocú","Argentina, Guayanas, Paraguay, Brasil, Bolivia, Uruguay",FALSO,VERDADERO,"Espinal,Campos y Malezales,Selva Paranaense,Chaco Húmedo,Chaco Seco,Selva de las Yungas,Montes de Sierras y Bolsones,",Árbol,Perennifolia,Perenne
Científica,Jardin,Oceanía,C 121,2,FALSO,Allophylus edulis,Sapindaceae,,"Chal-Chal, Cocú","Argentina, Guayanas, Paraguay, Brasil, Bolivia, Uruguay",FALSO,VERDADERO,"Espinal,Campos y Malezales,Selva Paranaense,Chaco Húmedo,Chaco Seco,Selva de las Yungas,Montes de Sierras y Bolsones,",Árbol,Perennifolia,Perenne
Científica,Jardin,Oceanía,C 121,6,FALSO,Allophylus edulis,Sapindaceae,,"Chal-Chal, Cocú","Argentina, Guayanas, Paraguay, Brasil, Bolivia, Uruguay",FALSO,VERDADERO,"Espinal,Campos y Malezales,Selva Paranaense,Chaco Húmedo,Chaco Seco,Selva de las Yungas,Montes de Sierras y Bolsones,",Árbol,Perennifolia,Perenne
Científica,Jardin,Oceanía,C 121,2,FALSO,Allophylus edulis,Sapindaceae,,"Chal-Chal, Cocú","Argentina, Guayanas, Paraguay, Brasil, Bolivia, Uruguay",FALSO,VERDADERO,"Espinal,Campos y Malezales,Selva Paranaense,Chaco Húmedo,Chaco Seco,Selva de las Yungas,Montes de Sierras y Bolsones,",Árbol,Perennifolia,Perenne
Científica,Jardin,Argentina,C 135,5,FALSO,Allophylus edulis,Sapindaceae,,"Chal-Chal, Cocú","Argentina, Guayanas, Paraguay, Brasil, Bolivia, Uruguay",FALSO,VERDADERO,"Espinal,Campos y Malezales,Selva Paranaense,Chaco Húmedo,Chaco Seco,Selva de las Yungas,Montes de Sierras y Bolsones,",Árbol,Perennifolia,Perenne
Científica,Jardin,Oceanía,C 121,2,FALSO,Allophylus edulis,Sapindaceae,,"Chal-Chal, Cocú","Argentina, Guayanas, Paraguay, Brasil, Bolivia, Uruguay",FALSO,VERDADERO,"Espinal,Campos y Malezales,Selva Paranaense,Chaco Húmedo,Chaco Seco,Selva de las Yungas,Montes de Sierras y Bolsones,",Árbol,Perennifolia,Perenne
Científica,Jardin,Neutro,C 103,5,FALSO,Alocasia odora,Araceae,,Oreja de elefante,"China, Japón, Sudeste de Asia",FALSO,FALSO,"s/d,",Geófita,Perennifolia,Perenne
Científica,Jardin,Crasas y Suculentas,Crasas,2,FALSO,Aloe arborescens,Xanthorrhoeaceae,,Aloe,Sur de África,FALSO,FALSO,"s/d,",Herbácea Suculenta,Perennifolia,Perenne
Científica,Jardin,Crasas y Suculentas,Crasas,1,FALSO,Aloe arborescens,Xanthorrhoeaceae,,Aloe,Sur de África,FALSO,FALSO,"s/d,",Herbácea Suculenta,Perennifolia,Perenne
Científica,Jardin,Sistematico,C 055,4,FALSO,Aloe arborescens,Xanthorrhoeaceae,,Aloe,Sur de África,FALSO,FALSO,"s/d,",Herbácea Suculenta,Perennifolia,Perenne
Científica,Jardin,Crasas y Suculentas,Crasas,3,FALSO,Aloe arborescens,Xanthorrhoeaceae,,Aloe,Sur de África,FALSO,FALSO,"s/d,",Herbácea Suculenta,Perennifolia,Perenne
Científica,Jardin,Crasas y Suculentas,Crasas,3,FALSO,Aloe arborescens,Xanthorrhoeaceae,,Aloe,Sur de África,FALSO,FALSO,"s/d,",Herbácea Suculenta,Perennifolia,Perenne
Científica,Jardin,Europa,C 110,0,VERDADERO,Aloe arborescens,Xanthorrhoeaceae,,Aloe,Sur de África,FALSO,FALSO,"s/d,",Herbácea Suculenta,Perennifolia,Perenne
Científica,Jardin,Africa,C 116,0,VERDADERO,Aloe ciliaris,Xanthorrhoeaceae,,Aloe,Sur de África,FALSO,FALSO,"s/d,",Herbácea Suculenta,Perennifolia,Perenne
Científica,Jardin,Sistematico,C 055,2,FALSO,Aloe ciliaris,Xanthorrhoeaceae,,Aloe,Sur de África,FALSO,FALSO,"s/d,",Herbácea Suculenta,Perennifolia,Perenne
